date,relative_humidity_2m,temperature_2m_c,wind_speed_10m_km_h,
31/12/2022,58.67,25.09,16.16,
01/01/2023,57.71,24.34,15.91,
02/01/2023,57.58,25.39,13.93,
03/01/2023,60.62,26.18,14.45,
04/01/2023,60.5,26.6,12.51,
05/01/2023,56.46,26.81,14.49,
06/01/2023,55.58,26.51,19.01,
07/01/2023,52.75,24.6,18.88,
08/01/2023,54.46,25.46,12.57,
09/01/2023,64.67,26.64,9.15,
10/01/2023,71.83,26.61,10.19,
11/01/2023,87.04,24.84,8.33,
12/01/2023,86.12,25.21,6.42,
13/01/2023,88.08,25.58,6.8,
14/01/2023,86,26.19,8.52,
15/01/2023,80.83,25.77,7.32,
16/01/2023,82.21,25.49,7.18,
17/01/2023,76.46,26.39,6.82,
18/01/2023,65.62,26.29,11.86,
19/01/2023,53.58,26.06,16.82,
20/01/2023,55.12,26.21,15.8,
21/01/2023,62.25,25.73,13.32,
22/01/2023,58.79,25.28,10.77,
23/01/2023,65.38,26.46,9.96,
24/01/2023,59.5,28.04,14.72,
25/01/2023,47.29,24.6,22.15,
26/01/2023,60.46,24.82,10.5,
27/01/2023,49.17,26.85,12.68,
28/01/2023,49.96,25.24,21.96,
29/01/2023,48.33,23.6,20.6,
30/01/2023,48.54,23.24,16.94,
31/01/2023,55.21,24.06,11.29,
01/02/2023,69.38,25.32,8.39,
02/02/2023,73.83,26.61,7.1,
03/02/2023,86.08,25.73,7.1,
04/02/2023,87.58,25.88,4.98,
05/02/2023,86.17,26.16,5.65,
06/02/2023,85.17,26.85,8.01,
07/02/2023,83.54,26.85,10.51,
08/02/2023,83.12,27.08,8.3,
09/02/2023,84.04,26.99,10.12,
10/02/2023,84.21,26.83,8.95,
11/02/2023,79.88,27.39,10.2,
12/02/2023,80.83,27.48,11.23,
13/02/2023,79.58,27.7,11.75,
14/02/2023,81.83,27.72,10.22,
15/02/2023,85.88,25.82,9.75,
16/02/2023,72.67,26.51,12.73,
17/02/2023,62.79,26.66,14.93,
18/02/2023,68.04,25.88,7.88,
19/02/2023,72.42,26.75,9.33,
20/02/2023,67.71,27,10.96,
21/02/2023,69.67,27,11.06,
22/02/2023,72.67,26.8,9.02,
23/02/2023,73.33,26.81,8.5,
24/02/2023,63.33,27.19,10.42,
25/02/2023,53.58,27.2,16.11,
26/02/2023,49.04,26.27,21.56,
27/02/2023,50.92,25.9,16.59,
28/02/2023,57.46,26.41,14.28,
01/03/2023,62.25,27.61,9.76,
02/03/2023,60,28.5,11.64,
03/03/2023,57.25,28.06,13.9,
04/03/2023,64.46,26.82,11.16,
05/03/2023,58.5,26.79,13.44,
06/03/2023,65.62,26.48,10.56,
07/03/2023,74.5,26.38,7.43,
08/03/2023,78.17,26.54,8.2,
09/03/2023,80.12,26.91,7.71,
10/03/2023,82.71,26.7,7.87,
11/03/2023,80.5,27.46,10.71,
12/03/2023,81.08,27.3,9.56,
13/03/2023,80.38,26.31,9.96,
14/03/2023,70.5,26.83,9.73,
15/03/2023,80.54,26.67,8.75,
16/03/2023,77.92,27.14,10.37,
17/03/2023,77.29,27.35,9.54,
18/03/2023,77.67,27.63,10.2,
19/03/2023,78.04,28,10.83,
20/03/2023,76.88,28.36,12.23,
21/03/2023,77.5,28.57,13.3,
22/03/2023,77.54,28.69,13.04,
23/03/2023,78.71,28.8,14.62,
24/03/2023,79.75,28.87,12.72,
25/03/2023,79.38,29,14.25,
26/03/2023,77,29.09,14.86,
27/03/2023,75.58,29.2,13.91,
28/03/2023,74.12,29.11,14.55,
29/03/2023,76.54,28.47,11.04,
30/03/2023,78,28.78,11.36,
31/03/2023,74.96,29.39,14.54,
01/04/2023,73.67,29.28,14.85,
02/04/2023,71.92,29.4,14.41,
03/04/2023,73.62,29.5,14.09,
04/04/2023,72.71,29.68,14.34,
05/04/2023,74.08,29.75,10.64,
06/04/2023,74.21,30.07,11.75,
07/04/2023,73.83,29.88,12.82,
08/04/2023,79,29.4,9.32,
09/04/2023,75.67,29.78,8.77,
10/04/2023,74.54,30.03,12.32,
11/04/2023,76.5,29.98,14.29,
12/04/2023,78.17,30.41,14.37,
13/04/2023,77.83,30.36,12.55,
14/04/2023,75.54,30.72,12.97,
15/04/2023,74.5,30.95,12.83,
16/04/2023,74.58,30.25,10.72,
17/04/2023,70.5,30.72,13.3,
18/04/2023,72.88,30.57,13.67,
19/04/2023,73.25,30.65,13.97,
20/04/2023,70.25,30.77,13.62,
21/04/2023,67.79,30.88,12.78,
22/04/2023,72.5,30.92,12.37,
23/04/2023,72.83,30.81,14.39,
24/04/2023,73.58,30.15,6.05,
25/04/2023,81,29.5,7.77,
26/04/2023,85.75,27.52,7.33,
27/04/2023,79.54,28.77,4.38,
28/04/2023,78.92,29.47,7.58,
29/04/2023,79.08,29.83,10.38,
30/04/2023,80.17,28.82,8.25,
01/05/2023,83.5,28.09,5.8,
02/05/2023,83.62,28.91,4.95,
03/05/2023,82,29.2,8.94,
04/05/2023,80.83,29.65,11,
05/05/2023,76.38,30.57,12.34,
06/05/2023,72.5,31.22,9.83,
07/05/2023,75.42,31.25,12.09,
08/05/2023,74.04,31.29,13.32,
09/05/2023,73.5,30.77,11.11,
10/05/2023,84.17,28.38,6.49,
11/05/2023,76.12,29.71,6.94,
12/05/2023,74.08,29.92,11.45,
13/05/2023,63.88,30.83,11.88,
14/05/2023,71.33,30.14,15.83,
15/05/2023,74.96,29.55,14.67,
16/05/2023,66.42,30.96,11.42,
17/05/2023,66.75,30.97,10.69,
18/05/2023,67.04,31.4,13.68,
19/05/2023,65.58,31.6,13.92,
20/05/2023,62.25,31.3,12.09,
21/05/2023,67.62,31.42,11.69,
22/05/2023,69.42,31.16,10.92,
23/05/2023,70,30.46,10.5,
24/05/2023,72.08,30.58,11.08,
25/05/2023,67.79,30.9,12.11,
26/05/2023,60.17,31.6,10.75,
27/05/2023,67.17,30.87,11.92,
28/05/2023,76.42,29.08,7.95,
29/05/2023,85.12,28.1,5.83,
30/05/2023,79.33,28.75,9.74,
31/05/2023,73.21,30.12,15.23,
01/06/2023,71,30.44,16.54,
02/06/2023,73.71,30.26,16.24,
03/06/2023,72.54,30.3,16.05,
04/06/2023,71.62,30.27,17.94,
05/06/2023,70.33,30.11,17.43,
06/06/2023,80.58,28.28,16.53,
07/06/2023,79.33,28.62,18.35,
08/06/2023,81.17,28.07,17.51,
09/06/2023,82.75,27.8,16.69,
10/06/2023,81.67,28.16,17.35,
11/06/2023,84.58,27.42,17.79,
12/06/2023,80.92,28.28,18.09,
13/06/2023,80.75,28.51,18.97,
14/06/2023,78.42,28.78,16.82,
15/06/2023,78.83,28.84,15.38,
16/06/2023,78.04,29.21,15.39,
17/06/2023,78.21,29.11,15.3,
18/06/2023,80.29,28.11,17.03,
19/06/2023,79.38,28.54,12.47,
20/06/2023,78.25,29.05,12.53,
21/06/2023,77.33,29.14,12.12,
22/06/2023,81.21,28.46,9.08,
23/06/2023,73.21,29.96,12.43,
24/06/2023,77,29.38,7.71,
25/06/2023,72.92,29.86,9.27,
26/06/2023,69.04,29.88,10.31,
27/06/2023,68.58,29.92,9.82,
28/06/2023,77.62,29.4,8.99,
29/06/2023,81.25,28.73,9.81,
30/06/2023,78.29,29.33,13.22,
01/07/2023,83.21,28.23,14.46,
02/07/2023,80.33,28.49,16.64,
03/07/2023,76.79,28.65,15.51,
04/07/2023,75.83,29.02,11.12,
05/07/2023,72.21,29.02,8.96,
06/07/2023,72.96,29.33,8.88,
07/07/2023,76.83,29.72,10.5,
08/07/2023,80,29.16,11.67,
09/07/2023,84.42,27.28,12.39,
10/07/2023,85.71,27.27,11.65,
11/07/2023,81.62,28.06,12.44,
12/07/2023,77.79,28.8,10.1,
13/07/2023,76.67,29.56,11.54,
14/07/2023,73.38,29.61,13.05,
15/07/2023,69.96,29.81,14.16,
16/07/2023,70.12,29.77,19.92,
17/07/2023,79.42,28.16,21.54,
18/07/2023,78.96,28.44,20.75,
19/07/2023,75.12,28.68,17.84,
20/07/2023,77.38,28.66,15.3,
21/07/2023,84.25,27.28,14.37,
22/07/2023,89.17,26.59,7.31,
23/07/2023,89.58,26.46,7.12,
24/07/2023,82.88,27.29,9.81,
25/07/2023,81.92,28.13,16.61,
26/07/2023,79,28.83,13.45,
27/07/2023,76.54,29.25,15.98,
28/07/2023,72.88,29.46,18.25,
29/07/2023,79.29,28.65,18.89,
30/07/2023,78.96,28.52,20.68,
31/07/2023,82.83,28.04,17.55,
01/08/2023,78.83,29,17.48,
02/08/2023,79.58,28.41,18.72,
03/08/2023,82.21,28.16,19.36,
04/08/2023,77.62,28.91,17.54,
05/08/2023,78.42,28.79,18.7,
06/08/2023,77.58,28.76,19.74,
07/08/2023,76.71,28.84,18.5,
08/08/2023,78.67,28.66,18.37,
09/08/2023,79.04,28.65,15.55,
10/08/2023,76.17,29.27,15.55,
11/08/2023,75.75,29.28,15.42,
12/08/2023,75.12,29.45,16.82,
13/08/2023,76.29,29.3,16.22,
14/08/2023,76.79,29.29,16.8,
15/08/2023,75.92,29.06,17.03,
16/08/2023,73.96,29.09,15.45,
17/08/2023,73.12,29.31,14.13,
18/08/2023,72.17,29.57,13.34,
19/08/2023,70.92,30.07,13.42,
20/08/2023,74,29.65,11.32,
21/08/2023,84.67,27.37,11.23,
22/08/2023,82.42,27.92,12.09,
23/08/2023,79.5,28.56,12.83,
24/08/2023,76.25,28.99,13.51,
25/08/2023,73.21,29.24,13.06,
26/08/2023,76.12,29,13.7,
27/08/2023,73.75,29.4,13.35,
28/08/2023,71.96,30.06,14.84,
29/08/2023,71.5,29.68,15.46,
30/08/2023,75.92,29.12,14.57,
31/08/2023,78.25,29.18,12.52,
01/09/2023,83.25,28.25,11.58,
02/09/2023,76.08,29.21,17.41,
03/09/2023,76,29.24,14.18,
04/09/2023,75.58,29.34,16.39,
05/09/2023,73.58,29.12,16.94,
06/09/2023,78.96,28.53,10.22,
07/09/2023,81.08,28.42,8.71,
08/09/2023,85.25,27.84,7.92,
09/09/2023,82.08,28.38,10.64,
10/09/2023,83.08,27.69,17.08,
11/09/2023,82.46,27.77,17.46,
12/09/2023,83,27.43,18.5,
13/09/2023,79.33,28.14,14.76,
14/09/2023,83.75,27.63,13.43,
15/09/2023,85.08,27.12,18.28,
16/09/2023,84.04,27.72,14.72,
17/09/2023,83.67,27.48,15.54,
18/09/2023,83.08,27.79,8.61,
19/09/2023,84.58,28,5.85,
20/09/2023,85.42,28.09,7.3,
21/09/2023,85.83,27.77,8.75,
22/09/2023,86.08,27.53,5.19,
23/09/2023,87.54,27.57,5.5,
24/09/2023,87.54,27.61,5.87,
25/09/2023,85.42,27.99,6.58,
26/09/2023,88.08,27.19,6.25,
27/09/2023,90.29,26.21,10.85,
28/09/2023,89.25,26.34,17.55,
29/09/2023,83.12,27.35,12.45,
30/09/2023,81.71,27.82,10.42,
01/10/2023,80.25,28.48,8.6,
02/10/2023,84.71,27.8,7.87,
03/10/2023,85.38,27.76,8.15,
04/10/2023,87.88,27,8.35,
05/10/2023,86.88,27.41,6.23,
06/10/2023,89.25,26.99,10.38,
07/10/2023,86.88,27.3,10.75,
08/10/2023,86.21,27.59,9.29,
09/10/2023,81.83,27.69,6.41,
10/10/2023,87.42,26.98,6.64,
11/10/2023,89,26.85,6.52,
12/10/2023,86.71,27.47,7.86,
13/10/2023,85.71,27.83,7.33,
14/10/2023,82.25,28.18,7.68,
15/10/2023,86,27.72,6.12,
16/10/2023,81.38,28.12,7.92,
17/10/2023,84.25,27.59,7.39,
18/10/2023,87.5,27.16,4.88,
19/10/2023,83.92,27.7,5.16,
20/10/2023,87.25,27.32,5.88,
21/10/2023,90.17,26.83,5.92,
22/10/2023,90.08,26.35,5.87,
23/10/2023,82.67,27.49,5.92,
24/10/2023,81.58,27.88,6.3,
25/10/2023,87.79,26.62,4.82,
26/10/2023,88.88,26.98,5.62,
27/10/2023,86.25,27.34,6.69,
28/10/2023,86.04,27.4,5.38,
29/10/2023,88.33,26.9,6.6,
30/10/2023,87.12,26.94,7.64,
31/10/2023,82.12,27.2,13.92,
01/11/2023,79.54,27.8,12.68,
02/11/2023,80.08,27.19,10.14,
03/11/2023,80.08,27.98,5.88,
04/11/2023,88.67,27.02,4.8,
05/11/2023,88.29,26.72,5.97,
06/11/2023,83.96,27.63,7,
07/11/2023,89.29,26.87,5.4,
08/11/2023,86.42,26.76,6.23,
09/11/2023,88.21,26.78,5.28,
10/11/2023,89.62,26.67,5.38,
11/11/2023,88.08,27.07,6.41,
12/11/2023,88.62,26.87,9.8,
13/11/2023,82.46,27.6,9.56,
14/11/2023,77.08,28.38,15.18,
15/11/2023,73.71,28.1,14.15,
16/11/2023,77.75,27.82,17.97,
17/11/2023,66.29,25.91,25.42,
18/11/2023,63.5,24.58,18.73,
19/11/2023,65.75,24.51,16.91,
20/11/2023,67.75,24.66,12.42,
21/11/2023,67.29,25.79,10,
22/11/2023,73.25,26.48,9.31,
23/11/2023,69.62,26.87,9.12,
24/11/2023,67.92,27.53,13.25,
25/11/2023,62.75,27.57,15.21,
26/11/2023,72.5,27.26,11.75,
27/11/2023,70.33,27.62,17.27,
28/11/2023,61.29,26.57,15.98,
29/11/2023,63.54,27.14,12.06,
30/11/2023,65.54,28.39,10.38,
01/12/2023,73.46,28.16,13.4,
02/12/2023,71.58,28.26,14.97,
03/12/2023,77.08,27.57,12.73,
04/12/2023,84.12,26.69,8.54,
05/12/2023,79.83,27.3,7.46,
06/12/2023,81.75,27.68,6.58,
07/12/2023,76.46,27.67,8.83,
08/12/2023,71.33,27.8,10.95,
09/12/2023,77,27.57,7.57,
10/12/2023,79.17,27.74,5.83,
11/12/2023,82.58,27.37,5.98,
12/12/2023,83.67,27.62,5.03,
13/12/2023,81.42,27.42,5.72,
14/12/2023,66.42,28.97,8.6,
15/12/2023,67.38,29.02,8.37,
16/12/2023,70.46,28.7,5.69,
17/12/2023,69.79,28.55,10.39,
18/12/2023,61,28.56,14.45,
19/12/2023,62.29,28.5,10.22,
20/12/2023,57.67,29.2,13.78,
21/12/2023,53.83,27.42,21.52,
22/12/2023,50.12,24.34,24.78,
23/12/2023,49.54,23.52,19.84,
24/12/2023,50.21,24.25,17.9,
25/12/2023,50.62,24.5,17.7,
26/12/2023,54.08,24.92,14.25,
27/12/2023,54.17,26.58,13.13,
28/12/2023,60.33,27.18,9.98,
29/12/2023,62.12,28.05,11.57,
30/12/2023,66.04,27.9,9.82,
31/12/2023,69.83,28.06,7.63,
01/01/2024,72.33,28.25,7.4,
02/01/2024,80.29,27.59,7.16,
03/01/2024,67.62,27.95,9.1,
04/01/2024,66,27.79,10.62,
05/01/2024,62.12,27.87,11.04,
06/01/2024,68.5,27.58,9.42,
07/01/2024,68.58,27.8,8.39,
08/01/2024,67.62,27.29,8.62,
09/01/2024,77.62,27.02,7.15,
10/01/2024,77.33,27.52,6.51,
11/01/2024,82.21,27.62,7.38,
12/01/2024,80.67,27.59,7.73,
13/01/2024,80.62,27.26,5.55,
14/01/2024,79.46,27.13,6.36,
15/01/2024,66,27.45,8.77,
16/01/2024,60,27.52,9.22,
17/01/2024,61.08,27.38,9.58,
18/01/2024,68.75,27.8,9.1,
19/01/2024,69.54,27.85,6.84,
20/01/2024,79.71,27.3,6.63,
21/01/2024,76.58,27.58,7.48,
22/01/2024,78.79,27.35,7.08,
23/01/2024,76.58,27.3,6.55,
24/01/2024,66.75,26.62,13.34,
25/01/2024,57.71,27.21,14.07,
26/01/2024,59.79,26.85,13.3,
27/01/2024,65.79,27.38,9.59,
28/01/2024,69.17,27.52,8.41,
29/01/2024,70.29,27.23,8.9,
30/01/2024,76.88,27.15,6.01,
31/01/2024,78.54,27.24,7.37,
01/02/2024,80.08,27.63,8.82,
02/02/2024,81,27.68,9.27,
03/02/2024,78.58,28.33,11.38,
04/02/2024,81.29,28.08,10.75,
05/02/2024,82.12,28.21,10.14,
06/02/2024,81.79,28.5,10.54,
07/02/2024,81.46,28.3,10.1,
08/02/2024,79.92,28.52,11.84,
09/02/2024,79.62,28.65,11.31,
10/02/2024,80.46,27.72,8.12,
11/02/2024,61.38,27.58,12.62,
12/02/2024,50.17,27.66,14.8,
13/02/2024,55.75,27.83,12.26,
14/02/2024,67.29,27.99,8.85,
15/02/2024,76.67,28.21,7.7,
16/02/2024,80.92,28.29,8.05,
17/02/2024,80.58,27.45,10.5,
18/02/2024,70.75,28.52,11.26,
19/02/2024,72.83,28.7,12.76,
20/02/2024,74.04,29.03,13.88,
21/02/2024,71.96,29.26,14.71,
22/02/2024,73.25,29.24,13.8,
23/02/2024,73.62,29.05,12.85,
24/02/2024,72.42,28.93,10.25,
25/02/2024,77.12,28.41,9.35,
26/02/2024,77.54,28.52,7.08,
27/02/2024,76,28.75,7.82,
28/02/2024,77.67,28.32,9.02,
29/02/2024,78.17,28.04,11.43,
01/03/2024,73.29,29.05,10,
02/03/2024,77.96,28.22,8.88,
03/03/2024,78.88,28.45,8.72,
04/03/2024,76.54,29,14.29,
05/03/2024,77.25,29.44,13.85,
06/03/2024,78.08,29.6,13.65,
07/03/2024,74.92,30.13,13.4,
08/03/2024,71.75,30.15,14.85,
09/03/2024,72.17,29.71,13.27,
10/03/2024,71.17,29.42,11.22,
11/03/2024,74.88,29.17,11.48,
12/03/2024,74.96,28.77,13.36,
13/03/2024,74.12,28.84,13.56,
14/03/2024,73.75,29.11,14.42,
15/03/2024,75.75,29.38,15.89,
16/03/2024,74.79,28.88,14.2,
17/03/2024,70.75,29.32,11.88,
18/03/2024,75.5,29.3,12.71,
19/03/2024,76.17,28.81,13.38,
20/03/2024,85.08,26.68,7.18,
21/03/2024,79.21,27.27,8.63,
22/03/2024,77.04,28.18,10.84,
23/03/2024,75.79,29.08,14.71,
24/03/2024,73.83,29.54,11.52,
25/03/2024,75.88,29.76,11.68,
26/03/2024,74.83,29.82,11.29,
27/03/2024,75.92,29.32,8.44,
28/03/2024,74,30.05,10.71,
29/03/2024,73.88,30.23,10.93,
30/03/2024,71.92,30.38,10.4,
31/03/2024,68.75,30.72,12.88,
01/04/2024,72.67,30.85,14.73,
02/04/2024,73.67,30.72,15.48,
03/04/2024,73.83,30.75,16.26,
04/04/2024,75.29,30.69,14.85,
05/04/2024,74.75,30.71,15.79,
06/04/2024,73.58,30.73,16.15,
07/04/2024,72.21,30.76,15.29,
08/04/2024,68.25,31.15,14.25,
09/04/2024,70.79,31.26,10.68,
10/04/2024,74.92,30.29,9.23,
11/04/2024,76.46,29.75,9.58,
12/04/2024,74.33,30.37,11.88,
13/04/2024,73.12,30.6,13.53,
14/04/2024,71.96,30.78,14.38,
15/04/2024,70.96,30.83,14.12,
16/04/2024,70.88,30.53,13.2,
17/04/2024,66.17,31.03,14.99,
18/04/2024,71.5,30.95,15.77,
19/04/2024,69.25,31.17,16.2,
20/04/2024,72.29,31.27,15.43,
21/04/2024,67.79,31.43,14.23,
22/04/2024,73.42,31.42,16.07,
23/04/2024,73.25,31.12,17.03,
24/04/2024,69.92,31.27,15.11,
25/04/2024,69.71,31.36,13.81,
26/04/2024,69.33,31.35,15.48,
27/04/2024,72,31.66,15.67,
28/04/2024,69.79,32,17.02,
29/04/2024,70.96,31.93,16.54,
30/04/2024,72.42,31.85,18.84,
01/05/2024,66.42,32.09,17.3,
02/05/2024,70.92,32.05,17.17,
03/05/2024,70.04,32.06,16.15,
04/05/2024,67.75,32.25,16.03,
05/05/2024,69.04,32.35,14.18,
06/05/2024,70.54,32.1,13.88,
07/05/2024,81.38,29.26,10.24,
08/05/2024,75.21,29.6,7.48,
09/05/2024,79.42,29.96,8.03,
10/05/2024,85,28.89,6.21,
11/05/2024,88.46,28.26,6.43,
12/05/2024,83.04,29.45,5,
13/05/2024,83.79,29.41,9.63,
14/05/2024,79.79,29.61,7.46,
15/05/2024,81.83,29.92,5.92,
16/05/2024,83.25,29.41,6.71,
17/05/2024,83.71,29.03,9.27,
18/05/2024,82.5,29.44,9.44,
19/05/2024,82.08,29.57,11.89,
20/05/2024,80.33,30.26,9.82,
21/05/2024,87.25,28.27,10.63,
22/05/2024,84.33,28.59,7.48,
23/05/2024,85.62,28.13,12.74,
24/05/2024,83.62,28.59,10.19,
25/05/2024,82.38,29.37,10.79,
26/05/2024,80.71,29.36,10.46,
27/05/2024,76.33,30.58,11.01,
28/05/2024,72.79,30.6,10.14,
29/05/2024,74.92,30.12,13.13,
30/05/2024,73.08,30.23,15.87,
31/05/2024,81.12,28.99,14.63,
01/06/2024,87.62,27.9,15.09,
02/06/2024,75.54,29.4,11.37,
03/06/2024,74.88,29.61,10.88,
04/06/2024,78.75,29.6,10.35,
05/06/2024,80.29,29.65,13.2,
06/06/2024,74.38,29.91,13.54,
07/06/2024,74.54,29.84,14.42,
08/06/2024,73.58,29.89,17.5,
09/06/2024,77.21,29.08,18.16,
10/06/2024,77.88,28.79,21.9,
11/06/2024,80.08,28.43,18.68,
12/06/2024,81.25,28.53,14.13,
13/06/2024,78.21,29.45,12.55,
14/06/2024,77.46,29.97,12.6,
15/06/2024,74.04,30.05,11.83,
16/06/2024,72.62,30.12,11.41,
17/06/2024,78.08,29.42,11.26,
18/06/2024,74.79,29.86,13.04,
19/06/2024,74.75,29.78,12.75,
20/06/2024,70.17,30.2,12.95,
21/06/2024,72.54,29.82,14.25,
22/06/2024,74.33,29.28,17.89,
23/06/2024,73.38,28.99,21.65,
24/06/2024,79.38,28.25,20.1,
25/06/2024,81.75,27.96,17.7,
26/06/2024,85.38,27.25,12.9,
27/06/2024,82.5,28.38,10.76,
28/06/2024,80,28.92,10.65,
29/06/2024,83.67,28.14,13.6,
30/06/2024,84.5,27.92,12.33,
01/07/2024,79.88,28.42,9.2,
02/07/2024,77.38,28.46,7.07,
03/07/2024,80.83,28.9,11.31,
04/07/2024,88.83,26.7,10.46,
05/07/2024,86.67,26.92,10.86,
06/07/2024,81.29,28.03,8.2,
07/07/2024,78.92,28.64,8.75,
08/07/2024,81.67,28.36,12.47,
09/07/2024,82.96,28.1,9.88,
10/07/2024,85.04,27.66,13.91,
11/07/2024,82.75,27.93,12.79,
12/07/2024,77.38,28.35,17.65,
13/07/2024,78.54,28.25,17.05,
14/07/2024,77.88,28.28,17.97,
15/07/2024,85.33,27.48,11.49,
16/07/2024,82.79,27.82,15.91,
17/07/2024,78.08,28.5,18.83,
18/07/2024,84.12,27.77,16.18,
19/07/2024,85.71,27.66,15.09,
20/07/2024,86.58,27.51,16,
21/07/2024,86,28.05,14.53,
22/07/2024,81.96,28.67,12.03,
23/07/2024,82.46,28.18,16.75,
24/07/2024,85.12,27.51,20.68,
25/07/2024,84,27.78,20.37,
26/07/2024,85.25,27.95,18.73,
27/07/2024,87.25,27.64,16.12,
28/07/2024,87.29,27.22,16.76,
29/07/2024,88.62,27.01,15.75,
30/07/2024,85.33,27.6,14.53,
31/07/2024,81.04,28.38,16.29,
01/08/2024,84,27.92,14.72,
02/08/2024,82.17,28.04,9.58,
03/08/2024,86.54,27.54,10.15,
04/08/2024,86.04,27.27,8.04,
05/08/2024,83.92,27.63,8.26,
06/08/2024,79,28.5,11.32,
07/08/2024,80.46,28.52,9.05,
08/08/2024,83.5,28.28,7.62,
09/08/2024,84.42,28.65,7.76,
10/08/2024,80.62,29.19,10.08,
11/08/2024,80.79,29.05,9.73,
12/08/2024,77.5,29.22,13.07,
13/08/2024,81.88,28.79,11.47,
14/08/2024,81.5,28.8,9.79,
15/08/2024,81.29,29.11,9.11,
16/08/2024,79.75,29.29,8.32,
17/08/2024,83.79,28.26,7.89,
18/08/2024,81.08,28.92,8.8,
19/08/2024,80.62,29.07,11.21,
20/08/2024,81,29.09,8.62,
21/08/2024,80,28.79,6.07,
22/08/2024,79.33,28.9,7.38,
23/08/2024,79.83,28.91,8.29,
24/08/2024,83.75,28.22,8.06,
25/08/2024,82.5,27.73,9.64,
26/08/2024,82,28.27,5.63,
27/08/2024,81.33,28.28,8.23,
28/08/2024,85.46,27.47,10.44,
29/08/2024,80.12,28.02,15.77,
30/08/2024,75.42,28.72,14.98,
31/08/2024,73.92,28.73,11.88,
01/09/2024,77.67,28.72,10.38,
02/09/2024,87.38,27.12,9.5,
03/09/2024,87.92,26.68,11.6,
04/09/2024,81.46,27.85,14.62,
05/09/2024,77.21,28.78,16.15,
06/09/2024,77.75,28.95,14.12,
07/09/2024,77.92,28.95,20.28,
08/09/2024,79.38,28.72,18.5,
09/09/2024,79.25,28.76,15.72,
10/09/2024,80.92,28.65,13.05,
11/09/2024,80.96,28.69,11.8,
12/09/2024,81.67,28.48,9.05,
13/09/2024,83.58,28.25,11.46,
14/09/2024,83.12,28.15,11.84,
15/09/2024,83.29,28.02,11.87,
16/09/2024,80.21,28.32,11.5,
17/09/2024,80.92,28.59,12.66,
18/09/2024,84.79,27.55,10.25,
19/09/2024,85.04,27.48,9.87,
20/09/2024,82.79,28.27,12.62,
21/09/2024,83.12,27.92,18.36,
22/09/2024,83.25,27.94,17.68,
23/09/2024,82.71,27.93,13.52,
24/09/2024,86.21,26.91,10.32,
25/09/2024,89,26.42,6.12,
26/09/2024,84.83,27.15,5.56,
27/09/2024,89,27.26,5.55,
28/09/2024,86.12,27.63,7.1,
29/09/2024,82.21,28.7,10.03,
30/09/2024,82.42,28.89,8.44,
01/10/2024,86.21,27.94,8.67,
02/10/2024,83.71,28.12,10.06,
03/10/2024,87.21,27.41,8.28,
04/10/2024,88.62,26.68,7.51,
05/10/2024,81.29,27.54,9.91,
06/10/2024,82.42,27.58,6.59,
07/10/2024,82.62,27.41,7.65,
08/10/2024,82.62,27.46,6.6,
09/10/2024,84.33,27.4,8.83,
10/10/2024,83.54,27.22,8.95,
11/10/2024,83.33,27.67,4.92,
12/10/2024,87.33,27.49,5.95,
13/10/2024,86.38,27.17,6.92,
14/10/2024,88.29,27.21,4.78,
15/10/2024,86.46,27.75,4.82,
16/10/2024,88.08,27.7,5,
17/10/2024,86.67,27.38,5.85,
18/10/2024,91.5,25.66,5.47,
19/10/2024,90.58,25.85,8.22,
20/10/2024,88.58,26.32,11.46,
21/10/2024,84.83,27.15,6.37,
22/10/2024,83.71,27.88,8.21,
23/10/2024,86.79,27.02,7.95,
24/10/2024,77.38,28.03,9.71,
25/10/2024,81.88,28.02,8.62,
26/10/2024,81.25,28.4,10.32,
27/10/2024,82.42,28.47,9,
28/10/2024,89,26.72,7.02,
29/10/2024,83.17,27.25,6.72,
30/10/2024,84.75,27.05,4.12,
31/10/2024,83.58,27.49,5.52,
01/11/2024,82.71,27.75,5.06,
02/11/2024,71.38,27.97,11.95,
03/11/2024,66.46,27.7,15.45,
04/11/2024,74.58,27.3,12.31,
05/11/2024,76.75,26.99,15.1,
06/11/2024,77.29,27.1,12.52,
07/11/2024,75.08,27.69,11.49,
08/11/2024,73.21,27.68,11.77,
09/11/2024,65.88,28,14.47,
10/11/2024,62.71,27.9,9.91,
11/11/2024,63.38,28.27,9.65,
12/11/2024,67.46,28.49,9.02,
13/11/2024,65.54,29.55,8.15,
14/11/2024,73.46,28.89,7.36,
15/11/2024,86.38,27.5,4.48,
16/11/2024,79.33,28.38,5.65,
17/11/2024,81.33,27.64,7.27,
18/11/2024,69.79,28.29,11.55,
19/11/2024,63.25,28.68,11.53,
20/11/2024,65.21,28.8,15.4,
21/11/2024,59.83,29.28,15.56,
22/11/2024,60.08,29.29,15.28,
23/11/2024,59.71,29.6,17.34,
24/11/2024,59.46,29.72,14.75,
25/11/2024,63.21,29.63,13.6,
26/11/2024,64.42,29.69,13.53,
27/11/2024,63.46,29.24,13.51,
28/11/2024,58.83,28.41,20.84,
29/11/2024,56.75,26.52,23.03,
30/11/2024,58.42,25.98,16.51,
01/12/2024,61,26.35,10.4,
02/12/2024,64.54,27.06,10.88,
03/12/2024,62.5,28.12,9.11,
